10,"Tincho 10","Member Association IPPF/WHR","Church Street",,,,"San Ignacio","San Ignacio","San Ignacio",Cayo,Belize,1,,,17.1565,-89.07127,1,,SI,SI,SI,NO,SI,SI,SI,"824 2648",,"Mon, Wed, Friday 8 a.m. - 4 p.m.",,http://www.bflabelize.org/,,,"824 2648",,"Mon, Wed, Friday 8 a.m. - 4 p.m.",,http://www.bflabelize.org/,,"Testing for HIV and other STI","824 2648",,"Mon, Wed, Friday 8 a.m. - 4 p.m.",,http://www.bflabelize.org/,,,,,,,,,,"824 2648",,"Mon, Wed, Friday 8 a.m. - 4 p.m.",,http://www.bflabelize.org/,,"Cervical cancer screening ","824 2648",,"Mon, Wed, Friday 8 a.m. - 4 p.m.",,http://www.bflabelize.org/,,,,,,,,,SI,SI,SI,SI,SI,SI
11,"Tincho 11","Member Association IPPF/WHR","Northern Regional Hospital Compound",,,,"Orange Walk","Orange Walk","Orange Walk",Belize,Belize,1,,,18.09403,-88.56273,1,,SI,SI,SI,NO,SI,SI,SI,"302 3481",,"Monday-Friday 8 a.m. - 4 p.m.",,http://www.bflabelize.org/,,,"302 3481",,"Monday-Friday 8 a.m. - 4 p.m.",,http://www.bflabelize.org/,,"Testing for HIV and other STI","302 3481",,"Monday-Friday 8 a.m. - 4 p.m.",,http://www.bflabelize.org/,,,,,,,,,,"302 3481",,"Monday-Friday 8 a.m. - 4 p.m.",,http://www.bflabelize.org/,,"Cervical cancer screening ","302 3481",,"Monday-Friday 8 a.m. - 4 p.m.",,http://www.bflabelize.org/,,,,,,,,,SI,SI,SI,SI,SI,SI
12,"Tincho 12","Asociación Miembro IPPF/WHR","Calle Colombia",539,"Entre Boquerón y Zoilo Flores",,"La Paz","La Paz","La Paz","La Paz",Bolivia,1,,,-16.503863,-68.13743,1,,SI,SI,SI,SI,SI,SI,NO,"02 2485111 - 2483351",cieslapaz@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 2485111 - 2483351",cieslapaz@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","02 2485111 - 2483351",cieslapaz@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 2485111 - 2483351",cieslapaz@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 2485111 - 2483351",cieslapaz@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 2485111 - 2483351",cieslapaz@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
13,"Tincho 13","Asociación Miembro IPPF/WHR","Avenida Las Américas",393,,,"La Paz","La Paz","La Paz","La Paz",Bolivia,1,,,-16.49324,-68.14041,1,,SI,SI,SI,NO,SI,SI,NO,"02 2216061",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2216061",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","02 2216061",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2216061",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2216061",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 2216061",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
14,"Tincho 14","Asociación Miembro IPPF/WHR","Calle Tumusla",481,,,"La Paz","La Paz","La Paz","La Paz",Bolivia,1,,,-16.4944,-68.14123,1,,SI,SI,SI,NO,SI,SI,NO,"02 2454271",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2454271",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","02 2454271",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2454271",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2454271",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 2454271",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
15,"Tincho 15","Asociación Miembro IPPF/WHR","Calle Luis Torrez",388,"Zona 16 de Julio",,"El Alto","El Alto","La Paz","La Paz",Bolivia,1,,,-16.49811,-68.17148,1,,SI,SI,SI,SI,SI,SI,NO,"02 2844709",cieselalto@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 2844709",cieselalto@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","02 2844709",cieselalto@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 2844709",cieselalto@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 2844709",cieselalto@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 2844709",cieselalto@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
16,"Tincho 16","Asociación Miembro IPPF/WHR","Avenida 6 de Marzo",,,"Calle 5","El Alto","El Alto","La Paz","La Paz",Bolivia,1,,,-16.50964,-68.16452,1,,SI,SI,SI,NO,SI,SI,NO,"02 2841241",cieselalto@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2841241",cieselalto@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","02 2841241",cieselalto@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2841241",cieselalto@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2841241",cieselalto@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 2841241",cieselalto@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
17,"Tincho 17","Asociación Miembro IPPF/WHR","Avenida Juan Pablo II",,,"Calle 3","El Alto","El Alto","La Paz","La Paz",Bolivia,1,,,-16.50245,-68.16617,1,,SI,NO,SI,NO,SI,SI,NO,"02 2918757",cieselalto@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,,"02 2918757",cieselalto@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2918757",cieselalto@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2918757",cieselalto@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 2918757",cieselalto@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
18,"Tincho 18","Asociación Miembro IPPF/WHR","Calle Bolivar",475,"Entre Mendez y Santa Cruz",,Tarija,Tarija,Tarija,Tarija,Bolivia,1,,,-21.53341,-64.72904,1,,SI,SI,SI,SI,SI,SI,NO,"04 6664673",ciestarija@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"04 6664673",ciestarija@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","04 6664673",ciestarija@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"04 6664673",ciestarija@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"04 6664673",ciestarija@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","04 6664673",ciestarija@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
19,"Tincho 19","Asociación Miembro IPPF/WHR","Avenida Circunvalación ",,"Frente a Rotonda Avión",,Tarija,Tarija,Tarija,Tarija,Bolivia,1,,,-21.54224,-64.70834,1,,SI,SI,SI,NO,NO,SI,NO,,,,,http://www.cies.org.bo/,,,,,,,http://www.cies.org.bo/,,"Realización de pruebas de ITS",,,,,http://www.cies.org.bo/,,,,,,,,,,,,,,,,,,,,,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
20,"Tincho 20","Asociación Miembro IPPF/WHR","Calle Daniel Zamora",1529,"Entre Timoteo Rana y Luis Campero",,Tarija,Tarija,Tarija,Tarija,Bolivia,1,,,-21.52119,-64.73981,1,,SI,SI,SI,NO,SI,SI,SI,"04 6672312",ciestarija@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 12 hs.",,http://www.cies.org.bo/,,,"04 6672312",ciestarija@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 12 hs.",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","04 6672312",ciestarija@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 12 hs.",,http://www.cies.org.bo/,,,"04 6672312",ciestarija@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 12 hs.",,http://www.cies.org.bo/,,,"04 6672312",ciestarija@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 12 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","04 6672312",ciestarija@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 12 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
21,"Tincho 21","Asociación Miembro IPPF/WHR","Avenida Grigota",395,"Frente a La Ramada",,"Santa Cruz de la Sierra","Santa Cruz de la Sierra","Santa Cruz","Santa Cruz",Bolivia,1,,,-17.7961,-63.19014,1,,SI,SI,SI,SI,SI,SI,NO,"03 3513394",ciessantacruz@cies.org.bo,"Lunes a Sábados 7 a 19 hs. / Emergencias 24 hs.",,http://www.cies.org.bo/,,,"03 3513394",ciessantacruz@cies.org.bo,"Lunes a Sábados 7 a 19 hs. / Emergencias 24 hs.",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","03 3513394",ciessantacruz@cies.org.bo,"Lunes a Sábados 7 a 19 hs. / Emergencias 24 hs.",,http://www.cies.org.bo/,,,"03 3513394",ciessantacruz@cies.org.bo,"Lunes a Sábados 7 a 19 hs. / Emergencias 24 hs.",,http://www.cies.org.bo/,,,"03 3513394",ciessantacruz@cies.org.bo,"Lunes a Sábados 7 a 19 hs. / Emergencias 24 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","03 3513394",ciessantacruz@cies.org.bo,"Lunes a Sábados 7 a 19 hs. / Emergencias 24 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
22,"Tincho 22","Asociación Miembro IPPF/WHR","Avenida 3er Anillo Interno",,"Entre Av. Mutualista y Av. Alemania",,"Santa Cruz de la Sierra","Santa Cruz de la Sierra","Santa Cruz","Santa Cruz",Bolivia,1,,,-17.76168,-63.16418,1,,SI,SI,SI,NO,SI,SI,NO,"03 3423245",ciessantacruz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"03 3423245",ciessantacruz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","03 3423245",ciessantacruz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,,"03 3423245",ciessantacruz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","03 3423245",ciessantacruz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
23,"Tincho 23","Asociación Miembro IPPF/WHR","Calle Velasco Galvarro",880,"Entre 1ro de Noviembre y Herrera",,Oruro,Oruro,Oruro,Oruro,Bolivia,1,,,-17.96485,-67.10809,1,,SI,SI,SI,SI,SI,SI,NO,"02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
24,"Tincho 24","Asociación Miembro IPPF/WHR","Calle Cobija",92,"Al lado del Coliseo Santa Rosa",,Potosí,Potosí,Potosí,Potosí,Bolivia,1,,,-19.58965,-65.75458,1,,SI,SI,SI,SI,SI,SI,NO,"02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
25,"Tincho 25","Asociación Miembro IPPF/WHR","Calle Uruguay",436,"Entre 25 de Mayo y San Martín",,Cochabamba,Cochabamba,Cochabamba,Cochabamba,Bolivia,1,,,-17.39804,-66.15335,1,,SI,SI,SI,SI,SI,SI,NO,"04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
